artist_name,track_name,energy,danceability,loudness,acousticness,speechiness,liveness,valence,tempo,duration,top_hit
Dr. Dre,The Next Episode,0.909,0.922,-2.429,0.0281,0.27,0.0856,0.309,95.295,161.51,1
Linkin Park,In the End,0.864,0.556,-5.87,0.00958,0.0584,0.209,0.4,105.143,216.88,1
Tom Jones,Sexbomb,0.876,0.801,-3.94,0.144,0.0446,0.104,0.932,122.979,211.89,1
Sonique,It Feels So Good,0.677,0.634,-7.278,0.0117,0.0304,0.126,0.558,135.012,240.87,1
M.O.P.,Cold as Ice,0.88,0.656,-5.425,0.0421,0.143,0.294,0.758,85.565,244.47,1
Melanie C,I Turn To You,0.803,0.522,-5.825,0.00117,0.0327,0.31,0.0783,135.205,352.17,1
Limp Bizkit,Take A Look Around,0.852,0.425,-5.607,0.0175,0.046,0.0935,0.512,101.968,321.04,1
Darude,Sandstorm,0.965,0.528,-7.984,0.141,0.0465,0.0797,0.587,136.065,225.49,1
Da Brat,What'chu Like (feat. Tyrese),0.681,0.879,-8.951,0.017,0.24,0.0669,0.817,99.974,221.16,1
Moloko,The Time Is Now,0.743,0.682,-10.644,0.35,0.165,0.277,0.546,127.962,318.28,1
Chicane,Don't Give Up,0.72,0.644,-9.635,0.00145,0.0419,0.0839,0.53,132.017,210.79,1
DMX,Party Up,0.931,0.51,-3.302,0.0738,0.347,0.5,0.53,201.936,268.87,1
Debelah Morgan,Dance with Me,0.674,0.85,-7.981,0.309,0.0373,0.0356,0.74,115.005,220.11,1
Madonna,Music,0.802,0.736,-8.527,0.00149,0.0663,0.14,0.871,119.854,225.97,1
Ruff Endz,No More,0.641,0.839,-5.669,0.0324,0.0858,0.0602,0.927,97.004,242.56,1
Britney Spears,Born to Make You Happy,0.922,0.633,-4.842,0.116,0.0454,0.071,0.686,84.11,243.53,1
Montell Jordan,Get It On Tonite,0.491,0.813,-9.923,0.241,0.077,0.0817,0.868,99.008,276.27,1
Kylie Minogue,Spinning Around,0.662,0.761,-7.645,0.292,0.0548,0.0956,0.631,120.043,207.87,1
JAY-Z,Big Pimpin',0.814,0.88,-6.307,0.168,0.14,0.0584,0.942,138.083,283.07,1
LeAnn Rimes,I Need You,0.736,0.478,-7.124,0.02,0.0367,0.118,0.564,144.705,229.83,1
Avant,Separated,0.48,0.798,-5.564,0.247,0.0276,0.237,0.643,108.241,255.6,1
Enrique Iglesias,Be With You,0.866,0.683,-5.436,0.0395,0.0329,0.0483,0.542,121.996,219.36,1
Toni Braxton,He Wasn't Man Enough,0.947,0.739,-1.916,0.00916,0.0411,0.326,0.766,88.009,261.93,1
Bow Wow,Bounce With Me (feat. Xscape) - Edited Album Version,0.75,0.852,-5.153,0.434,0.168,0.265,0.934,72.016,175.89,1
Dr. Dre,Forgot About Dre,0.74,0.924,-1.299,0.0827,0.0774,0.163,0.621,133.974,222.29,1
Missy Elliott,Hot Boyz,0.445,0.727,-11.241,0.339,0.291,0.18,0.527,81.125,215.47,1
Backstreet Boys,Show Me the Meaning of Being Lonely,0.625,0.63,-5.088,0.231,0.0252,0.0765,0.683,167.998,234.96,1
Samantha Mumba,Gotta Tell You,0.632,0.729,-8.75,0.191,0.0279,0.166,0.774,109.981,201.95,1
Mýa,Case Of The Ex (Whatcha Gonna Do),0.688,0.772,-4.715,0.0548,0.0405,0.0725,0.348,98.0,236.91,1
Mary Mary,Shackles (Praise You),0.834,0.779,-2.773,0.0343,0.162,0.0886,0.8,100.46,198.35,1
Next,Wifey,0.652,0.829,-8.693,0.067,0.108,0.0812,0.726,99.581,243.67,1
Janet Jackson,Doesn't Really Matter,0.796,0.771,-3.081,0.0993,0.076,0.0981,0.801,99.316,265.03,1
Ricky Martin,She Bangs - English Version,0.95,0.63,-4.012,0.000915,0.0806,0.373,0.858,143.866,280.63,1
Jagged Edge,He Can't Love U,0.836,0.721,-3.972,0.112,0.206,0.235,0.508,126.279,244.05,1
Sisqo,Incomplete,0.443,0.746,-7.693,0.282,0.0771,0.14,0.272,119.311,274.23,1
JAY-Z,I Just Wanna Love U (Give It 2 Me),0.922,0.8,-5.125,0.301,0.24,0.0352,0.801,98.631,227.87,1
Mariah Carey,Thank God I Found You (feat. Joe & 98°),0.532,0.348,-5.882,0.592,0.0331,0.106,0.148,129.297,257.36,1
Baha Men,Who Let The Dogs Out,0.887,0.869,-4.505,0.0605,0.0993,0.148,0.784,129.221,198.4,1
Donell Jones,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",0.543,0.854,-6.166,0.0402,0.0844,0.0419,0.868,103.032,243.73,1
LeAnn Rimes,Can't Fight The Moonlight,0.834,0.628,-6.341,0.403,0.0497,0.051,0.626,97.865,215.51,1
Oasis,Go Let It Out,0.849,0.408,-5.631,0.0136,0.0333,0.56,0.628,84.192,278.67,1
DJ Ötzi,Hey Baby (Radio Mix),0.968,0.666,-3.196,0.123,0.046,0.347,0.834,135.099,219.24,1
P!nk,Most Girls,0.732,0.742,-6.046,0.0424,0.0311,0.101,0.694,97.922,298.96,1
Mariah Carey,Against All Odds (Take A Look at Me Now) (feat. Westlife),0.514,0.471,-5.599,0.584,0.0315,0.103,0.373,117.338,199.48,1
Craig David,Fill Me In,0.744,0.682,-6.981,0.376,0.0365,0.06,0.827,132.493,257.2,1
Christina Aguilera,I Turn to You,0.47,0.599,-8.356,0.38,0.0376,0.111,0.298,127.177,273.71,1
Madonna,American Pie,0.734,0.631,-7.48,0.348,0.036,0.135,0.591,124.036,273.53,1
Red Hot Chili Peppers,Otherside,0.795,0.458,-3.265,0.00316,0.0574,0.0756,0.513,123.229,255.37,1
Sammie,I Like It,0.656,0.826,-8.529,0.0101,0.0617,0.0272,0.852,129.963,251.04,1
Craig David,7 Days,0.812,0.659,-7.499,0.23,0.0487,0.0951,0.888,83.014,235.13,1
Santana,Maria Maria (feat. The Product G&B),0.601,0.777,-5.931,0.0406,0.126,0.0348,0.68,97.911,261.97,1
Kandi,Don't Think I'm Not,0.622,0.859,-8.196,0.0661,0.0445,0.0394,0.433,134.007,243.53,1
P!nk,There You Go,0.847,0.822,-6.729,0.0854,0.0917,0.0452,0.668,107.908,202.8,1
Vengaboys,Shalala Lala,0.901,0.751,-5.802,0.0504,0.0328,0.0395,0.973,124.017,214.82,1
Ronan Keating,Life Is A Rollercoaster,0.791,0.655,-8.923,0.1,0.0302,0.334,0.862,118.981,234.83,1
Madison Avenue,Don't Call Me Baby,0.982,0.808,-6.588,0.0585,0.0311,0.35,0.961,124.999,228.14,1
Destiny's Child,"Jumpin', Jumpin'",0.685,0.771,-4.639,0.00543,0.0567,0.0537,0.683,88.997,230.2,1
Céline Dion,That's the Way It Is,0.886,0.634,-5.424,0.154,0.0434,0.118,0.577,93.04,241.37,1
3 Doors Down,Kryptonite,0.865,0.545,-5.708,0.00664,0.0286,0.168,0.543,99.009,233.93,1
Carl Thomas,I Wish,0.666,0.736,-4.929,0.0593,0.0337,0.107,0.224,89.824,226.76,1
Mystikal,Shake Ya Ass,0.607,0.914,-5.658,0.0626,0.32,0.0515,0.666,98.054,256.97,1
Fuel,Hemorrhage (In My Hands),0.831,0.313,-3.894,0.000127,0.0404,0.24,0.332,152.034,236.87,1
Donell Jones,Where I Wanna Be,0.396,0.664,-9.131,0.52,0.0298,0.268,0.453,102.053,253.63,1
Savage Garden,Crash and Burn,0.607,0.581,-8.458,0.189,0.028,0.0882,0.213,102.03,281.47,1
Westlife,My Love,0.593,0.491,-5.975,0.098,0.0255,0.257,0.328,144.142,231.76,1
All Saints,Pure Shores,0.664,0.631,-9.197,0.0498,0.0242,0.0696,0.407,100.618,268.75,1
Destiny's Child,"Independent Women, Pt. 1",0.602,0.73,-3.782,0.362,0.206,0.169,0.927,97.954,221.13,1
*NSYNC,It's Gonna Be Me,0.874,0.644,-4.666,0.0459,0.0801,0.0584,0.882,165.09,191.04,1
Erykah Badu,Bag Lady,0.416,0.724,-8.964,0.365,0.0841,0.0969,0.578,151.181,348.89,1
Marc Anthony,You Sang To Me,0.894,0.578,-5.42,0.0103,0.0296,0.216,0.741,165.98,347.11,1
Matchbox Twenty,Bent,0.83,0.518,-6.814,0.0404,0.0386,0.375,0.527,95.468,256.13,1
Gabrielle,Rise,0.481,0.558,-9.487,0.315,0.026,0.09,0.631,144.673,219.09,1
Backstreet Boys,Shape of My Heart,0.786,0.575,-4.353,0.252,0.0296,0.159,0.518,96.102,230.09,1
Creed,With Arms Wide Open,0.539,0.41,-8.412,0.00425,0.0302,0.117,0.141,138.852,274.8,1
The Corrs,Breathless,0.82,0.607,-7.754,0.0541,0.0597,0.269,0.768,126.988,207.51,1
Joe,I Wanna Know,0.487,0.725,-5.959,0.26,0.0368,0.431,0.599,136.086,296.69,1
Wheatus,Teenage Dirtbag,0.85,0.625,-3.904,0.346,0.0495,0.174,0.633,94.661,241.67,1
Christina Aguilera,Come on over Baby (All I Want Is You) - Radio Version,0.915,0.829,-3.205,0.226,0.106,0.246,0.779,118.903,203.33,1
Creed,Higher,0.83,0.459,-6.254,5.15e-05,0.0364,0.206,0.431,155.827,316.73,1
Britney Spears,Lucky,0.791,0.765,-5.707,0.262,0.0317,0.0669,0.966,95.026,206.23,1
Nelly,Country Grammar (Hot Shit),0.664,0.865,-6.822,0.00689,0.108,0.142,0.565,162.831,287.0,1
Shaggy,It Wasn't Me,0.606,0.853,-4.596,0.0561,0.0713,0.313,0.654,94.759,227.6,1
Destiny's Child,Survivor,0.911,0.514,-2.027,0.0559,0.41,0.775,0.619,161.109,254.03,1
Eminem,Stan,0.768,0.78,-4.325,0.0371,0.238,0.518,0.507,80.063,404.11,1
Kylie Minogue,Can't Get You out of My Head,0.563,0.766,-7.516,0.0263,0.0339,0.115,0.964,126.007,230.64,1
Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",0.801,0.76,-3.769,0.0144,0.0534,0.665,0.653,109.919,264.89,1
Nelly Furtado,I'm Like A Bird,0.608,0.622,-5.085,0.138,0.036,0.273,0.607,89.661,243.16,1
Shakira,"Whenever, Wherever",0.832,0.794,-4.862,0.237,0.0407,0.203,0.871,107.657,196.16,1
Jimmy Eat World,The Middle,0.849,0.643,-5.428,0.0371,0.0526,0.058,0.903,162.152,165.85,1
Train,Drops of Jupiter (Tell Me),0.638,0.481,-5.862,0.153,0.0276,0.154,0.497,79.064,259.93,1
Geri Halliwell,It's Raining Men,0.929,0.637,-6.03,0.063,0.0447,0.318,0.604,136.482,254.64,1
Blu Cantrell,Hit 'Em Up Style (Oops!),0.773,0.667,-4.983,0.201,0.0586,0.404,0.667,89.976,250.71,1
Britney Spears,I'm a Slave 4 U,0.843,0.847,-3.579,0.415,0.106,0.107,0.963,110.027,203.6,1
Kylie Minogue,In Your Eyes,0.894,0.689,-6.342,0.133,0.0672,0.0681,0.709,123.971,197.83,1
Missy Elliott,One Minute Man (feat. Ludacris),0.669,0.622,-8.419,0.0266,0.329,0.152,0.57,93.839,252.99,1
Mary J. Blige,Family Affair,0.551,0.911,-3.75,0.132,0.0449,0.0863,0.969,92.887,265.87,1
Faithless,We Come 1 - Radio Edit,0.903,0.645,-10.587,0.00188,0.0441,0.147,0.61,135.977,222.44,1
Limp Bizkit,Rollin' (Air Raid Vehicle),0.933,0.603,-3.358,0.00591,0.171,0.206,0.709,96.306,213.76,1
Lasgo,Something,0.981,0.643,-6.644,0.0271,0.0439,0.11,0.38,140.01,220.97,1
iio,Rapture (feat.Nadia Ali),0.855,0.661,-8.403,0.0722,0.0377,0.199,0.601,123.943,253.59,1
Emma Bunton,What Took You So Long?,0.772,0.668,-5.4,0.123,0.0307,0.341,0.911,118.011,241.0,1
112,It's Over Now,0.71,0.66,-4.541,0.0106,0.0409,0.0736,0.233,97.988,264.93,1
Blue,All Rise,0.737,0.721,-2.734,0.121,0.0324,0.165,0.931,97.996,223.55,1
Jessica Simpson,Irresistible,0.965,0.657,-2.771,0.0285,0.0556,0.0552,0.669,93.013,194.03,1
Crazy Town,Butterfly,0.811,0.736,-4.17,0.00132,0.081,0.107,0.609,103.502,216.73,1
Michael Jackson,You Rock My World,0.673,0.854,-3.132,0.038,0.185,0.255,0.955,95.0,337.73,1
Eve,Let Me Blow Ya Mind,0.557,0.908,-4.243,0.242,0.107,0.0709,0.897,90.032,230.13,1
Jennifer Lopez,Ain't It Funny,0.869,0.707,-4.525,0.104,0.0481,0.0813,0.621,99.825,246.16,1
Brandy,Another Day in Paradise - R&B-Version,0.787,0.7,-5.176,0.00666,0.0327,0.0724,0.556,102.043,271.63,1
Nickelback,How You Remind Me,0.764,0.446,-5.042,0.00135,0.033,0.099,0.543,172.094,223.84,1
Daft Punk,One More Time,0.697,0.613,-8.618,0.0194,0.133,0.332,0.476,122.746,320.36,1
Outkast,Ms. Jackson,0.806,0.843,-5.946,0.143,0.269,0.0771,0.613,94.948,270.51,1
Fragma,Everytime You Need Me - Radio Version,0.917,0.682,-5.459,0.15,0.0318,0.34,0.79,137.029,213.35,1
Mariah Carey,Loverboy,0.79,0.721,-4.125,0.183,0.124,0.1,0.821,103.141,229.17,1
Dido,Thank You,0.583,0.725,-9.942,0.3,0.0427,0.0665,0.762,79.984,218.36,1
Joe,Stutter (feat. Mystikal) - Double Take Remix,0.759,0.767,-6.516,0.0513,0.117,0.31,0.677,89.989,213.03,1
P.O.D.,Youth of the Nation,0.86,0.563,-7.533,0.00834,0.0621,0.39,0.517,97.867,256.24,1
Jennifer Lopez,Play,0.729,0.775,-4.229,0.0303,0.162,0.0361,0.895,104.719,211.49,1
Missy Elliott,Get Ur Freak On,0.75,0.797,-9.369,0.533,0.247,0.095,0.74,177.87,211.12,1
Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),0.854,0.635,-5.02,0.00579,0.0612,0.0623,0.59,100.851,252.71,1
Christina Milian,AM To PM,0.868,0.872,-3.036,0.153,0.12,0.843,0.822,105.005,231.21,1
Roger Sanchez,Another Chance,0.82,0.61,-10.029,0.000211,0.0312,0.138,0.45,127.993,452.91,1
Gorillaz,Clint Eastwood,0.694,0.663,-8.627,0.0253,0.171,0.0698,0.525,167.953,340.92,1
2Pac,Until The End Of Time,0.706,0.757,-6.665,0.0267,0.203,0.197,0.375,96.976,266.51,1
Tamia,Stranger in My House,0.601,0.676,-4.905,0.103,0.0297,0.147,0.206,119.94,285.39,1
Mary J. Blige,No More Drama,0.837,0.653,-6.818,0.534,0.124,0.0784,0.64,97.914,326.24,1
Jennifer Lopez,Love Don't Cost a Thing,0.842,0.786,-5.115,0.00305,0.0707,0.473,0.685,97.577,221.23,1
Jamiroquai,Little L,0.724,0.878,-5.373,0.168,0.129,0.133,0.904,121.906,295.4,1
Case,Missing You,0.579,0.612,-6.417,0.285,0.0553,0.0556,0.716,86.31,284.67,1
112,Peaches & Cream,0.52,0.677,-6.255,0.00277,0.334,0.0532,0.768,203.862,193.09,1
Five,Let's Dance - Radio Edit,0.821,0.631,-7.853,0.00876,0.0867,0.293,0.547,118.007,218.63,1
Rui Da Silva,Touch Me (Radio Edit) [feat. Cassandra],0.922,0.464,-8.399,0.124,0.0638,0.0546,0.695,129.078,213.13,1
Alien Ant Farm,Smooth Criminal,0.964,0.653,-4.261,0.00316,0.0582,0.144,0.87,126.928,209.27,1
Erick Sermon,Music (feat. Marvin Gaye),0.466,0.897,-9.053,0.187,0.203,0.0757,0.884,100.01,223.13,1
D12,Purple Pills,0.634,0.78,-5.941,0.0199,0.16,0.29,0.754,125.25,304.51,1
Usher,Pop Ya Collar - Radio Edit,0.8,0.888,-3.944,0.0901,0.0946,0.229,0.866,106.957,210.81,1
Madonna,Don't Tell Me,0.618,0.699,-7.338,0.0502,0.0594,0.0914,0.679,99.965,280.97,1
Blue,If You Come Back,0.707,0.582,-4.487,0.0822,0.0319,0.0467,0.701,78.375,207.56,1
Atomic Kitten,Eternal Flame - Single Version,0.581,0.578,-6.867,0.0658,0.0318,0.0674,0.408,83.293,195.51,1
Jagged Edge,Where the Party At (feat. Nelly),0.661,0.596,-6.239,0.31,0.226,0.0847,0.86,129.491,232.57,1
Afroman,Because I Got High,0.341,0.802,-8.56,0.169,0.488,0.0783,0.849,166.01,197.76,1
S Club 7,Don't Stop Movin',0.672,0.822,-6.133,0.0285,0.0329,0.213,0.91,117.033,233.63,1
Craig David,Fill Me In,0.744,0.682,-6.981,0.376,0.0365,0.06,0.827,132.493,257.2,1
Nelly Furtado,Turn Off The Light,0.679,0.587,-6.26,0.0839,0.0927,0.413,0.65,180.184,276.11,1
The Supermen Lovers,Starlight - Radio Edit,0.679,0.739,-5.079,0.000424,0.0373,0.389,0.786,127.487,234.4,1
Mis-Teeq,All I Want - Sunship Radio Edit,0.919,0.795,-3.07,0.37,0.0835,0.189,0.96,134.079,207.4,1
Jagged Edge,Promise,0.568,0.751,-5.431,0.136,0.0872,0.0288,0.646,128.002,246.72,1
S Club 7,Have You Ever,0.702,0.585,-5.734,0.538,0.0325,0.216,0.51,139.909,201.53,1
Enya,Only Time,0.249,0.418,-13.744,0.841,0.0301,0.112,0.213,82.803,218.55,1
Faith Hill,There You'll Be,0.511,0.321,-7.77,0.513,0.0306,0.127,0.17,128.98,222.12,1
Ronan Keating,Lovin' Each Day,0.899,0.541,-6.261,0.0178,0.0633,0.286,0.829,106.676,212.97,1
Destiny's Child,Bootylicious,0.835,0.84,-4.386,0.00281,0.275,0.152,0.637,103.376,207.91,1
Steps,It's the Way You Make Me Feel,0.665,0.573,-5.081,0.108,0.0239,0.095,0.347,105.006,197.36,1
Sunshine Anderson,Heard It All Before,0.925,0.697,-4.209,0.0614,0.216,0.095,0.678,96.951,295.83,1
Lenny Kravitz,Again,0.804,0.55,-5.218,0.0148,0.0271,0.105,0.789,79.166,231.67,1
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,0.762,0.836,-5.044,0.0826,0.0598,0.102,0.941,133.592,162.33,1
DB Boulevard,Point Of View - Radio Edit,0.715,0.676,-6.854,0.00284,0.0287,0.0685,0.275,129.006,231.17,1
Janet Jackson,All For You,0.934,0.753,-3.011,0.0174,0.0736,0.128,0.73,113.525,329.93,1
Atomic Kitten,Whole Again,0.706,0.747,-4.653,0.0844,0.0413,0.174,0.567,94.019,185.01,1
Ja Rule,Livin' It Up,0.768,0.874,-4.086,0.0554,0.311,0.041,0.636,106.095,257.07,1
Destiny's Child,"Independent Women, Pt. 1",0.602,0.73,-3.782,0.362,0.206,0.169,0.927,97.954,221.13,1
DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? - Radio Edit,0.877,0.847,-5.424,0.124,0.0493,0.148,0.764,131.044,217.12,1
Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,0.587,0.708,-7.93,0.273,0.151,0.0718,0.554,83.46,262.13,1
Musiq Soulchild,Love,0.385,0.569,-9.919,0.342,0.0499,0.0876,0.339,99.738,304.67,1
So Solid Crew,21 Seconds,0.637,0.607,-11.072,0.0191,0.241,0.124,0.818,137.03,302.83,1
Robbie Williams,Eternity,0.316,0.469,-8.106,0.504,0.0265,0.0919,0.199,77.967,302.76,1
Basement Jaxx,Romeo,0.829,0.713,-4.171,0.00769,0.0491,0.139,0.844,126.853,217.49,1
Ludacris,Southern Hospitality (Featuring Pharrell),0.896,0.623,-4.719,0.035,0.247,0.0941,0.613,95.158,300.93,1
Gabrielle,Rise,0.481,0.558,-9.487,0.315,0.026,0.09,0.631,144.673,219.09,1
Nelly,Ride Wit Me,0.7,0.85,-6.49,0.0616,0.0478,0.244,0.722,101.875,291.78,1
Trick Daddy,I'm a Thug,0.561,0.933,-5.961,0.0275,0.122,0.102,0.586,139.976,254.4,1
Travis,Sing,0.905,0.33,-5.047,0.000233,0.0497,0.0712,0.259,163.142,228.8,1
JAY-Z,Izzo (H.O.V.A.),0.844,0.618,-4.051,0.0178,0.342,0.0634,0.697,84.411,240.63,1
Gabrielle,Out Of Reach,0.48,0.51,-6.567,0.503,0.0452,0.106,0.496,182.862,196.99,1
OPM,Heaven Is a Halfpipe (If I Die),0.894,0.743,-6.886,0.0755,0.0349,0.367,0.77,95.9,257.43,1
K-Ci & JoJo,Crazy,0.644,0.68,-4.507,0.084,0.0258,0.549,0.484,116.097,262.77,1
Staind,It's Been Awhile,0.774,0.509,-4.054,0.00189,0.0338,0.143,0.0824,116.529,264.71,1
3LW,No More (Baby I'ma Do Right),0.723,0.721,-7.08,0.102,0.0631,0.0651,0.761,88.933,263.44,1
Ginuwine,Differences,0.594,0.562,-4.578,0.318,0.0558,0.311,0.423,62.876,265.53,1
*NSYNC,Gone,0.403,0.699,-8.564,0.421,0.0614,0.126,0.5,113.922,292.0,1
Lifehouse,Hanging By A Moment,0.858,0.537,-4.903,0.000966,0.0349,0.0812,0.502,124.599,216.36,1
Nelly,Dilemma,0.552,0.727,-8.074,0.227,0.14,0.198,0.607,168.189,289.16,1
Eminem,Without Me,0.669,0.908,-2.827,0.00286,0.0738,0.237,0.662,112.238,290.32,1
Avril Lavigne,Complicated,0.776,0.585,-5.898,0.0572,0.0459,0.3,0.427,77.987,244.51,1
Vanessa Carlton,A Thousand Miles,0.825,0.56,-3.862,0.323,0.0379,0.161,0.268,94.931,237.49,1
The Calling,Wherever You Will Go,0.719,0.558,-5.113,0.0367,0.0267,0.115,0.371,112.027,208.6,1
Shakira,Underneath Your Clothes,0.597,0.616,-5.328,0.691,0.0415,0.104,0.362,165.508,224.07,1
No Doubt,Underneath It All,0.731,0.729,-4.822,0.232,0.0684,0.391,0.839,138.202,302.72,1
Truth Hurts,Addictive,0.677,0.701,-6.591,0.0737,0.147,0.187,0.367,99.271,226.44,1
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),0.759,0.648,-4.315,0.0142,0.306,0.648,0.518,85.996,324.31,1
Eminem,'Till I Collapse,0.847,0.548,-3.237,0.0622,0.186,0.0816,0.1,171.447,297.79,1
Diddy,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",0.471,0.713,-7.392,0.421,0.483,0.0308,0.779,199.764,285.59,1
Christina Milian,When You Look At Me - Radio Edit,0.839,0.955,-3.399,0.0934,0.127,0.099,0.825,108.955,222.55,1
Madonna,Die Another Day,0.797,0.792,-5.166,0.062,0.0901,0.0896,0.491,123.993,276.36,1
Jennifer Lopez,I'm Gonna Be Alright (feat. Nas),0.69,0.718,-4.382,0.106,0.265,0.271,0.774,93.401,172.24,1
Angie Martinez,If I Could Go! (feat. Lil' Mo & Sacario),0.643,0.583,-7.486,0.171,0.355,0.0395,0.7,195.685,244.47,1
Linkin Park,In the End,0.864,0.556,-5.87,0.00958,0.0584,0.209,0.4,105.143,216.88,1
Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,0.923,0.607,-6.777,0.0193,0.0948,0.0924,0.868,184.819,213.97,1
Aaliyah,Rock The Boat,0.72,0.641,-5.209,0.0688,0.0336,0.193,0.418,92.988,275.03,1
Holly Valance,Kiss Kiss,0.717,0.705,-4.944,0.00369,0.125,0.0701,0.554,97.036,204.4,1
Sugababes,Round Round,0.845,0.74,-3.802,0.00287,0.0338,0.115,0.749,126.607,236.43,1
Marilyn Manson,Tainted Love,0.876,0.622,-7.779,0.00107,0.0728,0.292,0.537,142.017,200.43,1
Brandy,What About Us?,0.698,0.686,-2.942,0.263,0.223,0.39,0.748,93.118,253.2,1
Chad Kroeger,Hero (feat. Josey Scott),0.843,0.427,-4.54,0.00216,0.0364,0.179,0.304,147.387,200.48,1
Britney Spears,Overprotected - Radio Edit,0.894,0.682,-1.73,0.0381,0.0727,0.416,0.845,95.992,198.6,1
Scooter,The Logical Song,0.933,0.527,-6.277,0.00112,0.0382,0.425,0.493,144.043,234.12,1
Missy Elliott,4 My People (feat. Eve),0.701,0.969,-7.503,0.14,0.156,0.201,0.905,121.392,289.37,1
Aaliyah,More Than A Woman,0.638,0.646,-5.803,0.0556,0.0787,0.182,0.74,86.994,230.35,1
Brandy,Full Moon,0.654,0.611,-4.823,0.372,0.139,0.0926,0.609,105.922,248.93,1
Blue,One Love,0.722,0.683,-4.039,0.0243,0.0358,0.35,0.854,95.012,207.19,1
Busta Rhymes,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,0.793,0.697,-4.699,0.0844,0.323,0.0619,0.56,89.767,238.6,1
Céline Dion,A New Day Has Come - Radio Remix,0.691,0.574,-5.103,0.0826,0.035,0.149,0.195,91.969,259.77,1
Scooter,Nessaja,0.904,0.486,-6.642,0.000748,0.0364,0.187,0.118,143.048,208.45,1
Eve,Gangsta Lovin',0.84,0.723,-3.523,0.0619,0.0608,0.0945,0.827,94.332,239.27,1
Disturbing Tha Peace,Move Bitch,0.751,0.777,-5.692,0.245,0.133,0.1,0.191,177.894,272.29,1
Khia,"My Neck, My Back (Lick It)",0.625,0.859,-4.234,0.0296,0.13,0.0537,0.71,102.072,222.56,1
Tweet,Oops (Oh My) [feat. Missy Elliott],0.536,0.66,-8.786,0.233,0.29,0.111,0.775,159.963,237.8,1
Kylie Minogue,Spinning Around,0.662,0.761,-7.645,0.292,0.0548,0.0956,0.631,120.043,207.87,1
Nelly,Hot In Herre,0.745,0.956,-4.753,0.206,0.12,0.0615,0.912,107.075,228.24,1
Gareth Gates,Anyone of Us (Stupid Mistake),0.72,0.7,-6.061,0.285,0.0261,0.0845,0.654,106.986,227.87,1
Christina Aguilera,Dirrty (feat. Redman),0.889,0.64,-3.073,0.107,0.322,0.339,0.436,99.931,298.85,1
